market,benchmark,version,version_label,candidate_id,label,group,kind,top_cagr,active_cagr,top_worst_cagr,top_worst_terminal,robust_score,coverage,turnover,start_date,end_date,series_points,component_count,subset_keys,thesis,economics,source_run,source_document
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_loo_without_quality_improvement,full model without quality_improvement,旧基线 · 最新 leave-one-out,leave_one_out,0.12408619143612776,0.04436930024535135,0.14725975000995817,14.081274440099536,9.946834866237474,0.9730314011540196,0.3269983604130591,2007-04-30,2026-07-31,232,13,,leave one bucket out: quality_improvement,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。 波动下降主要是风险过滤器；单独作为 alpha 核心的证据弱于质量改善和去杠杆。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_2543debc1d,pmom + quality_improvement + earnings_yield_improvement,旧基线 · 领先 family subset,family_subset,0.12527467873449072,0.0454735035151701,0.1575790050765824,16.730655814033696,9.907782390518904,0.9647884038135528,0.3498092951399351,2007-04-30,2026-07-31,232,8,pmom|quality_improvement|earnings_yield_improvement,3-bucket subset,价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_63b970fc78,quality_improvement + earnings_yield_improvement,旧基线 · 领先 family subset,family_subset,0.13622393124678522,0.055646267197877686,0.1490414977313419,14.508327541699762,9.7887509759336,0.9714527893991944,0.4421286378094037,2007-04-30,2026-07-31,232,7,quality_improvement|earnings_yield_improvement,2-bucket subset,利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_reldelta_quality_oper_margin_lag1_score,Oper Margin directional_delta lag1,旧基线 · 通过 gate 的单变量,official candidate,0.13550504536655983,0.05497836259286881,0.15421575157479528,15.819201687578763,9.668359551962638,0.972074902406022,0.481482451844921,2007-04-30,2026-07-31,232,1,,direction-adjusted level change versus lag 1 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_f0f16e6b36,pmom + deleveraging + value_improvement,旧基线 · 领先 family subset,family_subset,0.12782253887495298,0.04784067689768268,0.14323007161924628,13.158966368004156,9.378831191211232,0.8233121296483507,0.3592743316899165,2007-04-30,2026-07-31,232,7,pmom|deleveraging|value_improvement,3-bucket subset,价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_bcb4ae3dacad,ROE avg FY0 directional_delta lag1 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.12790549455270228,0.047917749602411686,0.14747672638878173,14.132635155836562,9.262342353745453,0.9475092150489136,0.3551878781276607,2007-04-30,2026-07-31,232,2,,quality_improvement + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_validated_quality_value,Quality + value,旧基线 · 历史生产候选,validated_candidate,0.12462290260970899,0.04486794943885375,0.1536333949620161,15.666242121419941,9.0814324489164,0.9820520397530212,0.1522227598643274,2007-04-30,2026-07-31,232,6,,profitability plus valuation; min_count=2,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_899194f687,revision + quality_improvement + earnings_yield_improvement,旧基线 · 领先 family subset,family_subset,0.13166587453506384,0.051411454480876584,0.14395964405404849,13.321587313313387,9.014737521079628,0.9535592640403128,0.3712514955064667,2007-04-30,2026-07-31,232,8,revision|quality_improvement|earnings_yield_improvement,3-bucket subset,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_e89e3c049b0f,Oper Margin directional_delta lag3 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.13065866092894507,0.05047566950545934,0.15484087922590906,15.984970542262833,8.988829583188688,0.9193586014899606,0.2829420514191427,2007-04-30,2026-07-31,232,2,,quality_improvement + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_27b784f1d4,growth + quality_improvement + deleveraging,旧基线 · 领先 family subset,family_subset,0.14056973293101738,0.059683877390533935,0.13753905341899353,11.953503838261005,8.72010595851861,0.7665132121249825,0.2794795934820302,2007-04-30,2026-07-31,232,8,growth|quality_improvement|deleveraging,3-bucket subset,近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_c04f0d771c,pmom + earnings_yield_improvement + deleveraging,旧基线 · 领先 family subset,family_subset,0.12702493055035724,0.047099632612845665,0.13769419609393507,11.984929864524638,8.655713601538555,0.8252795620324432,0.3632634469105902,2007-04-30,2026-07-31,232,7,pmom|earnings_yield_improvement|deleveraging,3-bucket subset,价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_d768d01d37,revision + pmom + quality_improvement,旧基线 · 领先 family subset,family_subset,0.11762225302630025,0.03836376536258945,0.14797670498015392,14.251662618309743,8.619308124366496,0.9497721511112494,0.2615012417282249,2007-04-30,2026-07-31,232,6,revision|pmom|quality_improvement,3-bucket subset,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_709d119ceb15,NetDebt to EBITDA exFIN score_delta lag1 + ROE avg FY0 directional_delta lag3,旧基线 · 已证实协同 pair,pair_synergy,0.14023533005072664,0.05937318938035285,0.14080857581839012,12.632601956844411,8.078454631322199,0.7954103612921287,0.3938269606961723,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_40b927c0721f,NetDebt to EBITDA exFIN score_delta lag3 + ROE avg FY0 directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.14200879727897475,0.061020887521548994,0.14584092753517108,13.749760010239562,7.723914838003132,0.7880227693360499,0.3559848801108162,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_0aba5845ec15,ROE avg FY0 directional_delta lag3 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.13037341570476135,0.05021065303479322,0.14034510239590436,12.534159136932605,7.6688782875687505,0.9127408743798312,0.2888346499191122,2007-04-30,2026-07-31,232,2,,quality_improvement + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_3b21d9e4a2b9,NetDebt to EBITDA exFIN directional_delta lag1 + ROE avg FY0 directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.13997199911006653,0.05912853309658628,0.12111913896803883,9.034912483044272,7.621807235714329,0.8236853974524473,0.4984103487904028,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_20d3b3b417b2,NetDebt to EBITDA exFIN score_delta lag1 + ROE avg FY0 directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.13505764676324827,0.05456269218446863,0.1280728598814962,10.177110434296166,7.547537563855111,0.8236853974524473,0.507305844266097,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_8dc05f4571bb,momentum: PMOM 12M1M + ROE avg FY0 directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.12008522253498488,0.040652068307601485,0.14288942791160175,13.08368342693731,7.234518381139486,0.9569031214520116,0.328401981075636,2007-04-30,2026-07-31,232,2,,pmom + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_033424e05f56,NetDebt to EBITDA exFIN directional_delta lag1 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.12819295448159007,0.04818482371742894,0.12529909188595223,9.705993204465635,7.212449556176347,0.8197194270339208,0.3419696963464019,2007-04-30,2026-07-31,232,2,,deleveraging + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_reldelta_quality_oper_margin_lag3_score,Oper Margin directional_delta lag3,旧基线 · 通过 gate 的单变量,official candidate,0.12786755441702202,0.04788250006972139,0.14171216823659383,12.82663850454051,7.186781937190251,0.936015677247772,0.2457500814992021,2007-04-30,2026-07-31,232,1,,direction-adjusted level change versus lag 3 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_reldelta_quality_roe_avg_fy0_lag3_score,ROE avg FY0 directional_delta lag3,旧基线 · 通过 gate 的单变量,official candidate,0.13320159956986966,0.05283827040672695,0.1417275228625492,12.829960028649985,7.178383970139914,0.9296701245781296,0.2592127388168636,2007-04-30,2026-07-31,232,1,,direction-adjusted level change versus lag 3 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_validated_value_momentum,Value + momentum,旧基线 · 历史生产候选,validated_candidate,0.1059537916695572,0.027522797014323697,0.12307834664115003,9.343786966340467,6.742810816732286,0.9632486741216542,0.22040674342876,2007-04-30,2026-07-31,232,5,,cheap plus improving sentiment; min_count=2,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_reldelta_quality_roe_avg_fy0_lag1_score,ROE avg FY0 directional_delta lag1,旧基线 · 通过 gate 的单变量,official candidate,0.1294157549854933,0.04932090680103096,0.13339617937321946,11.142641598270751,6.677932827836986,0.9659315364635986,0.5013504530500911,2007-04-30,2026-07-31,232,1,,direction-adjusted level change versus lag 1 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_9e22c0691ee6,NetDebt to EBITDA exFIN directional_delta lag1 + momentum: PMOM 12M1M,旧基线 · 已证实协同 pair,pair_synergy,0.11667496490704132,0.03748365613450866,0.11717019345693513,8.441522945032776,6.522407920449552,0.8247740952143957,0.3146470205198913,2007-04-30,2026-07-31,232,2,,deleveraging + pmom,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_60a4c7e63ace,NetDebt to EBITDA exFIN score_delta lag1 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.11994643374870417,0.040523122014413104,0.11709692229039947,8.430870157197672,6.16550875291851,0.8197194270339208,0.3863788787437648,2007-04-30,2026-07-31,232,2,,deleveraging + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_4a95877d504c,NetDebt to EBITDA exFIN score_delta lag3 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.12219793995878336,0.04261495801687687,0.11935930956038554,8.765745687972036,5.460627180699016,0.7847955581131313,0.2978802172419599,2007-04-30,2026-07-31,232,2,,deleveraging + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_6592975eda25,NetDebt to EBITDA exFIN score_delta lag3 + PB LTM directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.12523086603151978,0.045432797880413434,0.10889486376017699,7.315683034130955,5.151121043902281,0.7089055476927384,0.3365830573570443,2007-04-30,2026-07-31,232,2,,deleveraging + value_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_0bb87ca525aa,NetDebt to EBITDA exFIN directional_delta lag1 + Earns Yield NTM directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.12138852257990895,0.041862942141206894,0.1022771028816103,6.5193782859769565,5.135980593415794,0.827612485808047,0.4563589814014707,2007-04-30,2026-07-31,232,2,,deleveraging + earnings_yield_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_relrank_quality_netdebt_to_ebitda_exfin_lag1_score,NetDebt to EBITDA exFIN score_delta lag1,旧基线 · 通过 gate 的单变量,official candidate,0.1218969529534446,0.04233531612594055,0.09835812402360933,6.087317258022696,5.03843984513485,0.8328615643031557,0.51509416827499,2007-04-30,2026-07-31,232,1,,sector-rank score change versus lag 1 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_relrank_quality_netdebt_to_ebitda_exfin_lag3_score,NetDebt to EBITDA exFIN score_delta lag3,旧基线 · 通过 gate 的单变量,official candidate,0.1251063089735529,0.04531707404316632,0.11400864635171692,7.993282490683898,4.880869914963926,0.7966390344806134,0.2794206403253547,2007-04-30,2026-07-31,232,1,,sector-rank score change versus lag 3 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_7b4db3fbb664,momentum: EPS Revision Ratio + PB LTM directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.1169661566882707,0.037754197449860305,0.1093305551204038,7.371221016842217,4.8385180228522975,0.8515405073331571,0.3668497681944955,2007-04-30,2026-07-31,232,2,,revision + value_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_b75b44284c53,NetDebt to EBITDA exFIN directional_delta lag1 + Earns Yield NTM score_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.11814406324483495,0.03884857033301237,0.09602850153550091,5.8434964330447094,4.631571293421302,0.827612485808047,0.4901738233937323,2007-04-30,2026-07-31,232,2,,deleveraging + earnings_yield_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_momentum_eps_revision_ratio_score,momentum: EPS Revision Ratio,旧基线 · 通过 gate 的单变量,core,0.10847382553368368,0.029026990688002074,0.10099859343579731,6.375327001070983,4.520792427908214,0.9790581209076628,0.2971693722868479,2007-04-30,2026-07-31,232,1,,earnings revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_reldelta_quality_netdebt_to_ebitda_exfin_lag1_score,NetDebt to EBITDA exFIN directional_delta lag1,旧基线 · 通过 gate 的单变量,official candidate,0.11830979765422556,0.039002551344860414,0.08765246010792693,5.041142576066334,3.966960027086161,0.8328615643031557,0.4784973244945237,2007-04-30,2026-07-31,232,1,,direction-adjusted level change versus lag 1 screen observations,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_4ed704150f77,momentum: EPS Revision Ratio + EV To EBITDA NTM directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.105778917658788,0.027360324554783322,0.10022482613003847,6.289616990379378,3.4496101501257312,0.8777392413331881,0.428735920952264,2007-04-30,2026-07-31,232,2,,revision + value_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_momentum_pmom_12m1m_score,momentum: PMOM 12M1M,旧基线 · 通过 gate 的单变量,core,0.0910059781013366,0.01281110352580317,0.10039192420552867,6.308033397801783,3.107827011720124,0.986274631786864,0.2330263772237028,2007-04-30,2026-07-31,232,1,,12M minus 1M price momentum,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_27402c3dc717,momentum: PMOM 12M1M + EV To EBITDA NTM directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.10204491378053704,0.02389112526459347,0.0947599738483651,5.714654110191867,3.1073156759840543,0.8696517722444282,0.4213518618253258,2007-04-30,2026-07-31,232,2,,pmom + value_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
